**********************
Inicio de la transcripción de Windows PowerShell
Hora de inicio: 20250806144948
Nombre de usuario: AULA403-23\Administrador
Usuario RunAs: AULA403-23\Administrador
Nombre de la configuración: 
Máquina: AULA403-23 (Microsoft Windows NT 10.0.26100.0)
Aplicación host: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
Id. de proceso: 1636
PSVersion: 5.1.26100.4652
PSEdition: Desktop
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1.26100.4652
BuildVersion: 10.0.26100.4652
CLRVersion: 4.0.30319.42000
WSManStackVersion: 3.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
**********************
La transcripción ha comenzado. El archivo de salida es C:\Users\Aula403-23\Documents\E2\transcript.txt
PS C:\WINDOWS\system32> Get-Date

miércoles, 6 de agosto de 2025 02:49:59 p. m.


PS C:\WINDOWS\system32> Get-Location

Path
----
C:\WINDOWS\system32


PS C:\WINDOWS\system32> Clear-Host
PS C:\WINDOWS\system32> Get-Process

Handles  NPM(K)    PM(K)      WS(K)     CPU(s)     Id  SI ProcessName
-a----     01/04/2024  01:22 a. m.         106496 SystemPropertiesHardware.exe
-a----     01/04/2024  01:22 a. m.         106496 SystemPropertiesPerformance.exe
-a----     01/04/2024  01:22 a. m.         106496 SystemPropertiesProtection.exe
-a----     01/04/2024  01:22 a. m.         106496 SystemPropertiesRemote.exe
-a----     10/07/2025  09:58 a. m.         947600 SystemSettings.DataModel.dll
-a----     10/07/2025  09:58 a. m.         221184 SystemSettings.DeviceEncryptionHandlers.dll
-a----     10/07/2025  09:58 a. m.         978944 SystemSettings.Handlers.dll
-a----     10/07/2025  09:58 a. m.         210304 SystemSettings.SettingsExtensibility.dll
-a----     05/06/2025  01:11 p. m.         569344 SystemSettings.UserAccountsHandlers.dll
-a----     10/07/2025  09:58 a. m.         761760 SystemSettingsAdminFlows.exe
-a----     10/07/2025  09:58 a. m.         232864 SystemSettingsBroker.exe
-a----     10/07/2025  09:58 a. m.         165272 SystemSettingsProxyClientDVCPlugin.dll
-a----     05/09/2024  10:09 p. m.          67472 SystemSettingsRemoveDevice.exe
-a----     10/07/2025  09:58 a. m.        4116992 SystemSettingsThresholdAdminFlowUI.dll
-a----     05/09/2024  10:08 p. m.          81920 SystemSupportInfo.dll
-a----     04/06/2025  08:30 p. m.         118784 SystemUWPLauncher.exe
-a----     01/04/2024  01:22 a. m.          32768 systray.exe
-a----     05/09/2024  10:08 p. m.         204800 t2embed.dll
-a----     04/06/2025  08:34 p. m.         188416 Tabbtn.dll
-a----     05/09/2024  10:09 p. m.          90112 TabbtnEx.dll
-a----     04/06/2025  08:34 p. m.         114688 tabcal.exe
-a----     10/07/2025  09:58 a. m.         794624 TabletPC.cpl
-a----     04/06/2025  08:34 p. m.         241664 TabSvc.dll
-a----     01/04/2024  01:22 a. m.          90112 takeown.exe
-a----     10/07/2025  09:58 a. m.        1015808 tapi3.dll
-a----     10/07/2025  09:58 a. m.         278528 tapi32.dll
-a----     04/06/2025  08:34 p. m.          57344 tapilua.dll
-a----     05/09/2024  10:09 p. m.          99632 TapiMigPlugin.dll
-a----     05/06/2025  01:11 p. m.          36864 tapiperf.dll
-a----     04/06/2025  08:34 p. m.         376832 tapisrv.dll
-a----     01/04/2024  01:22 a. m.          40960 TapiSysprep.dll
-a----     05/06/2025  01:11 p. m.          12288 tapiui.dll
-a----     01/04/2024  01:22 a. m.          40960 TapiUnattend.exe
-a----     04/06/2025  08:29 p. m.          81920 tar.exe
-a----     04/06/2025  08:34 p. m.         409600 TaskApis.dll
-a----     10/07/2025  09:58 a. m.        3228176 Taskbar.dll
-a----     10/07/2025  09:58 a. m.        1236992 taskbarcpl.dll
-a----     05/06/2025  01:11 p. m.         417792 taskcomp.dll
-a----     10/07/2025  09:56 a. m.        1142784 TaskFlowDataEngine.dll
-a----     10/07/2025  09:58 a. m.         117168 taskhostw.exe
-a----     01/04/2024  01:22 a. m.         118784 taskkill.exe
-a----     01/04/2024  01:22 a. m.         122880 tasklist.exe
-a----     10/07/2025  09:55 a. m.         880128 TaskManagerDataLayer.dll
-a----     10/07/2025  09:55 a. m.        5414384 Taskmgr.exe
-a----     04/06/2025  08:34 p. m.         670880 taskschd.dll
-a----     01/04/2024  01:22 a. m.         145059 taskschd.msc
-a----     01/04/2024  01:22 a. m.          73728 TaskSchdPS.dll
-a----     04/06/2025  08:33 p. m.         102400 tbauth.dll
-a----     10/07/2025  09:58 a. m.         113040 tbs.dll
-a----     10/07/2025  09:55 a. m.        1010280 tcblaunch.exe
-a----     10/07/2025  09:55 a. m.         312720 tcbloader.dll
-a----     05/09/2024  10:08 p. m.          40960 tcmsetup.exe
-a----     04/06/2025  08:32 p. m.           1760 tcpbidi.xml
-a----     05/06/2025  01:11 p. m.         290816 tcpipcfg.dll
-a----     05/09/2024  10:08 p. m.          65536 tcpmib.dll
-a----     10/07/2025  09:57 a. m.         335872 tcpmon.dll
-a----     01/04/2024  01:22 a. m.          60124 tcpmon.ini
-a----     10/07/2025  09:57 a. m.         167936 tcpmonui.dll
-a----     04/06/2025  08:34 p. m.          36864 TCPSVCS.EXE
-a----     01/04/2024  01:22 a. m.         106496 tdc.ocx
-a----     04/06/2025  08:30 p. m.         475136 tdh.dll
-a----     10/07/2025  09:58 a. m.         655360 tdhres.dll
-a----     10/07/2025  09:59 a. m.         294912 TDLMigration.dll
-a----     11/07/2023  01:18 a. m.         323080 TEEManagement64.dll
-a----     05/06/2025  01:11 p. m.         131072 telephon.cpl
-a----     04/06/2025  08:34 p. m.         180224 TelephonyInteractiveUser.dll
-a----     04/06/2025  08:34 p. m.          12288 TelephonyInteractiveUserRes.dll
-a----     10/07/2025  09:58 a. m.        5001216 tellib.dll
-a----     05/09/2024  10:09 p. m.          98304 TempSignedLicenseExchangeTask.dll
-a----     10/07/2025  09:59 a. m.         128408 TenantRestrictionsPlugin.dll
-a----     05/09/2024  10:09 p. m.         442368 termmgr.dll
-a----     10/07/2025  09:58 a. m.        1269760 termsrv.dll
-a----     04/06/2025  08:30 p. m.         106496 tetheringclient.dll
-a----     05/09/2024  10:08 p. m.          61440 tetheringconfigsp.dll
-a----     05/09/2024  10:09 p. m.          40960 TetheringIeProvider.dll
-a----     04/06/2025  08:34 p. m.         262144 TetheringMgr.dll
-a----     05/06/2025  01:09 p. m.         323584 tetheringservice.dll
-a----     04/06/2025  08:34 p. m.         266240 TetheringStation.dll
-a----     10/07/2025  09:58 a. m.        1393920 TextInputFramework.dll
-a----     10/07/2025  09:56 a. m.         573440 TextInputMethodFormatter.dll
-a----     14/06/2025  11:04 a. m.         749400 TextShaping.dll
-a----     05/06/2025  01:12 p. m.         491520 themecpl.dll
-a----     05/06/2025  01:11 p. m.         184320 Themes.SsfDownload.ScheduledTask.dll
-a----     10/07/2025  09:58 a. m.         118784 themeservice.dll
-a----     10/07/2025  09:58 a. m.         598016 themeui.dll
-a----     01/04/2024  01:22 a. m.           1369 ThirdPartyNoticesBySHS.txt
-a----     01/04/2024  01:22 a. m.          90112 threadpoolwinrt.dll
-a----     01/04/2024  01:22 a. m.        4652576 ThreatAssessment.dll
-a----     05/06/2025  01:09 p. m.         165280 ThreatExperienceManager.dll
-a----     04/06/2025  08:30 p. m.         460192 ThreatIntelligence.dll
-a----     04/06/2025  08:30 p. m.         169416 ThreatResponseEngine.dll
-a----     10/07/2025  09:58 a. m.         460184 thumbcache.dll
-a----     05/09/2024  10:09 p. m.          90112 ThumbnailExtractionHost.exe
-a----     04/06/2025  08:33 p. m.          12288 tier2punctuations.dll
-a----     01/04/2024  01:22 a. m.          40960 TieringEngineProxy.dll
-a----     05/09/2024  10:09 p. m.         348160 TieringEngineService.exe
-a----     10/07/2025  09:55 a. m.         659456 TileDataRepository.dll
-a----     05/09/2024  10:09 p. m.          65536 TimeBrokerClient.dll
-a----     10/07/2025  09:58 a. m.         188416 TimeBrokerServer.dll
-a----     05/06/2025  01:12 p. m.         262144 timedate.cpl
-a----     01/04/2024  01:22 a. m.          36864 TimeDateMUICallback.dll
-a----     01/04/2024  01:22 a. m.          57344 timeout.exe
-a----     05/09/2024  10:09 p. m.          77824 timesync.dll
-a----     05/09/2024  10:09 p. m.          45056 TimeSyncTask.dll
-a----     05/06/2025  01:11 p. m.          69632 tlscsp.dll
-a----     05/09/2024  10:09 p. m.          86016 tokenbinding.dll
-a----     10/07/2025  09:58 a. m.        1658880 TokenBroker.dll
-a----     04/06/2025  08:33 p. m.          77824 TokenBrokerCookies.exe
-a----     05/06/2025  01:11 p. m.          98304 TokenBrokerUI.dll
-a----     01/04/2024  01:22 a. m.         144862 tpm.msc
-a----     04/06/2025  08:34 p. m.          12288 TpmCertResources.dll
-a----     01/04/2024  01:22 a. m.          69632 tpmcompc.dll
-a----     10/07/2025  09:58 a. m.        1671168 TpmCoreProvisioning.dll
-a----     01/04/2024  01:22 a. m.          94208 TpmInit.exe
-a----     10/07/2025  09:58 a. m.         655360 TpmTasks.dll
-a----     10/07/2025  09:58 a. m.         417792 TpmTool.exe
-a----     04/06/2025  08:33 p. m.         331776 tpmvsc.dll
-a----     04/06/2025  08:33 p. m.         126976 tpmvscmgr.exe
-a----     04/06/2025  08:33 p. m.         143360 tpmvscmgrsvr.exe
-a----     10/07/2025  09:55 a. m.         451848 tprtdll.dll
-a----     10/07/2025  09:59 a. m.        3526656 tquery.dll
-a----     04/06/2025  08:32 p. m.         430080 tracerpt.exe
-a----     04/06/2025  08:32 p. m.          40960 TRACERT.EXE
-a----     01/04/2024  01:22 a. m.          69632 traffic.dll
-a----     05/06/2025  01:11 p. m.         110592 TranscodeWallpaper.dll
-a----     01/04/2024  01:22 a. m.          10576 TransformPPSToWlan.xslt
-a----     01/04/2024  01:22 a. m.           1688 TransformPPSToWlanCredentials.xslt
-a----     04/06/2025  08:31 p. m.          86016 TransliterationRanker.dll
-a----     04/06/2025  08:30 p. m.         460232 TransportDSA.dll
-a----     01/04/2024  01:22 a. m.          45056 tree.com
-a----     04/06/2025  08:31 p. m.         204800 trie.dll
-a----     05/06/2025  01:12 p. m.         139264 trkwks.dll
-a----     05/09/2024  10:09 p. m.         143360 TrustedSignalCredProv.dll
-a----     05/09/2024  10:08 p. m.          45056 tsbyuv.dll
-a----     05/09/2024  10:09 p. m.         307200 tscfgwmi.dll
-a----     01/04/2024  02:27 p. m.          49152 tscon.exe
-a----     01/04/2024  02:27 p. m.          49152 tsdiscon.exe
-a----     05/06/2025  01:11 p. m.          36864 TSErrRedir.dll
-a----     10/07/2025  09:58 a. m.        1466368 tsf3gip.dll
-a----     10/07/2025  09:58 a. m.          94208 tsgqec.dll
-a----     01/04/2024  02:27 p. m.          49152 tskill.exe
-a----     05/09/2024  10:09 p. m.         443592 tsmf.dll
-a----     10/07/2025  09:57 a. m.         184320 TSpkg.dll
-a----     04/06/2025  08:34 p. m.         245760 tspubwmi.dll
-a----     05/09/2024  10:09 p. m.         118784 TSSessionUX.dll
-a----     05/06/2025  01:11 p. m.         241664 tssrvlic.dll
-a----     05/09/2024  10:09 p. m.          94208 TSTheme.exe
-a----     04/06/2025  08:29 p. m.          45056 TsUsbGDCoInstaller.dll
-a----     04/06/2025  08:33 p. m.          40960 TsUsbRedirectionGroupPolicyExtension.dll
-a----     04/06/2025  08:34 p. m.         118784 TSWbPrxy.exe
-a----     05/06/2025  01:11 p. m.        1142784 TSWorkspace.dll
-a----     04/06/2025  08:34 p. m.         311368 ttdinject.exe
-a----     04/06/2025  08:34 p. m.          55184 ttdloader.dll
-a----     04/06/2025  08:34 p. m.          95648 ttdplm.dll
-a----     04/06/2025  08:34 p. m.         910544 ttdrecord.dll
-a----     04/06/2025  08:34 p. m.        1311352 ttdrecordcpu.dll
-a----     10/07/2025  09:56 a. m.         352256 TtlsAuth.dll
-a----     10/07/2025  09:56 a. m.         200704 TtlsCfg.dll
-a----     04/06/2025  08:31 p. m.         188416 TtlsExt.dll
-a----     04/06/2025  08:34 p. m.         137864 tttracer.exe
-a----     04/06/2025  08:31 p. m.          77824 tvratings.dll
-a----     10/07/2025  09:58 a. m.         266240 twext.dll
-a----     10/07/2025  09:58 a. m.        2344280 twinapi.appcore.dll
-a----     10/07/2025  09:58 a. m.         708608 twinapi.dll
-a----     10/07/2025  09:58 a. m.         811008 twinui.appcore.dll
-a----     10/07/2025  09:58 a. m.        5160960 twinui.dll
-a----     10/07/2025  09:58 a. m.        9424896 twinui.pcshell.dll
-a----     04/06/2025  08:30 p. m.         147456 txflog.dll
-a----     01/04/2024  01:22 a. m.          36864 txfw32.dll
-a----     04/06/2025  08:32 p. m.          81920 typeperf.exe
-a----     10/07/2025  09:55 a. m.         204800 tzautoupdate.dll
-a----     04/06/2025  08:31 p. m.          12288 tzres.dll
-a----     10/07/2025  09:58 a. m.         233472 tzsync.exe
-a----     04/06/2025  08:34 p. m.          12288 tzsyncres.dll
-a----     01/04/2024  01:22 a. m.          65536 tzutil.exe
-a----     05/09/2024  10:09 p. m.         323584 ubpm.dll
-a----     05/06/2025  01:12 p. m.          57344 UCConfigTask.exe
-a----     10/07/2025  09:58 a. m.         183808 UCPDMgr.exe
-a----     10/07/2025  09:58 a. m.        1373304 ucrtbase.dll
-a----     01/04/2024  01:22 a. m.         826792 ucrtbase_clr0400.dll
-a----     10/07/2025  09:55 a. m.         646080 ucrtbase_enclave.dll
-a----     04/06/2025  08:32 p. m.          75168 ucsvc.exe
-a----     10/07/2025  09:58 a. m.          98304 udhisapi.dll
-a----     01/04/2024  01:22 a. m.        3600296 UdiApiClient.dll
-a----     10/07/2025  09:55 a. m.        1290240 uDWM.dll
-a----     01/04/2024  01:22 a. m.          57344 UefiCsp.dll
-a----     04/06/2025  08:30 p. m.          41984 UevAgentPolicyGenerator.exe
-a----     04/06/2025  08:30 p. m.          55808 UevAppMonitor.exe
-a----     01/04/2024  01:22 a. m.            146 UevAppMonitor.exe.config
-a----     01/04/2024  01:22 a. m.           3420 UevCustomActionTypes.tlb
-a----     04/06/2025  08:30 p. m.          14336 UevTemplateBaselineGenerator.exe
-a----     04/06/2025  08:30 p. m.          11776 UevTemplateConfigItemGenerator.exe
-a----     04/06/2025  08:31 p. m.         135168 uexfat.dll
-a----     04/06/2025  08:31 p. m.         163840 ufat.dll
-a----     05/06/2025  01:09 p. m.         921600 UiaManager.dll
-a----     05/09/2024  10:09 p. m.         299008 UIAnimation.dll
-a----     10/07/2025  09:58 a. m.        4378624 UIAutomationCore.dll
-a----     05/09/2024  10:09 p. m.          65536 uicom.dll
-a----     04/06/2025  08:34 p. m.          36864 UIEApi.dll
-a----     04/06/2025  08:34 p. m.         336816 UIEOrchestrator.exe
-a----     05/06/2025  01:11 p. m.          36864 UIManagerBrokerps.dll
-a----     05/06/2025  01:11 p. m.          69632 UIMgrBroker.exe
-a----     05/09/2024  10:09 p. m.          69632 uiomapapi.dll
-a----     10/07/2025  09:55 a. m.         491520 uireng.dll
-a----     01/04/2024  01:22 a. m.        4268032 UIRibbon.dll
-a----     01/04/2024  01:22 a. m.         843776 UIRibbonRes.dll
-a----     05/09/2024  10:08 p. m.         197952 ulib.dll
-a----     04/06/2025  08:35 p. m.         106496 umb.dll
-a----     01/04/2024  01:22 a. m.          45056 umdmxfrm.dll
-a----     05/09/2024  10:08 p. m.          92280 umpdc.dll
-a----     04/06/2025  08:30 p. m.         196608 umpnpmgr.dll
-a----     04/06/2025  08:34 p. m.         102400 umpo-overrides.dll
-a----     05/06/2025  01:12 p. m.         229376 umpo.dll
-a----     04/06/2025  08:34 p. m.          45056 umpodev.dll
-a----     10/07/2025  09:59 a. m.         294912 umpoext.dll
-a----     05/09/2024  10:09 p. m.         114688 umpowmi.dll
-a----     04/06/2025  08:34 p. m.         434176 umrdp.dll
-a----     05/06/2025  01:11 p. m.         271792 unattend.dll
-a----     04/06/2025  08:31 p. m.         122880 unenrollhook.dll
-a----     10/07/2025  09:55 a. m.         561152 UnifiedConsent.dll
-a----     04/06/2025  08:34 p. m.         323584 unimdm.tsp
-a----     05/09/2024  10:09 p. m.         106496 unimdmat.dll
-a----     10/07/2025  09:58 a. m.         263584 UnionFSApi.dll
-a----     04/06/2025  08:34 p. m.          53248 uniplat.dll
-a----     04/06/2025  08:34 p. m.        1191936 Unistore.dll
-a----     04/06/2025  08:32 p. m.          86016 unlodctr.exe
-a----     04/06/2025  08:32 p. m.         262144 unregmp2.exe
-a----     05/09/2024  10:08 p. m.         647168 untfs.dll
-a----     10/07/2025  09:55 a. m.        4027816 UpdateAgent.dll
-a----     05/06/2025  01:10 p. m.         632224 UpdateCompression.dll
-a----     05/09/2024  10:09 p. m.         106496 updatecsp.dll
-a----     10/07/2025  09:58 a. m.         153984 updatepolicy.dll
-a----     05/06/2025  01:12 p. m.         159744 UpdateReboot.dll
-a----     10/07/2025  09:58 a. m.         232872 upfc.exe
-a----     04/06/2025  08:33 p. m.          77824 UpgradeResultsUI.exe
-a----     04/06/2025  08:34 p. m.         524288 upnp.dll
-a----     10/07/2025  09:58 a. m.          73728 upnpcont.exe
-a----     10/07/2025  09:58 a. m.         552960 upnphost.dll
-a----     04/06/2025  08:32 p. m.         106496 UPPrinterInstaller.exe
-a----     04/06/2025  08:32 p. m.         126976 UPPrinterInstallsCSP.dll
-a----     04/06/2025  08:34 p. m.         902560 upshared.dll
-a----     10/07/2025  09:56 a. m.        1810432 uReFS.dll
-a----     04/06/2025  08:31 p. m.         614400 uReFSv1.dll
-a----     01/04/2024  01:22 a. m.          61440 ureg.dll
-a----     01/04/2024  01:22 a. m.         344064 url.dll
-a----     10/07/2025  09:56 a. m.        1937408 urlmon.dll
-a----     05/09/2024  10:09 p. m.          65536 UsbCApi.dll
-a----     10/07/2025  09:59 a. m.         135168 usbceip.dll
-a----     10/07/2025  09:57 a. m.        1441792 usbmon.dll
-a----     04/06/2025  08:34 p. m.          36864 usbperf.dll
-a----     05/09/2024  10:09 p. m.          81920 UsbPmApi.dll
-a----     10/07/2025  09:58 a. m.         290816 UsbSettingsHandlers.dll
-a----     04/06/2025  08:30 p. m.          90112 UsbTask.dll
-a----     05/09/2024  10:09 p. m.         110592 usbui.dll
-a----     10/07/2025  09:59 a. m.        1902176 user32.dll
-a----     05/09/2024  10:09 p. m.          75840 UserAccountBroker.exe
-a----     10/07/2025  09:59 a. m.         180224 UserAccountControlSettings.dll
-a----     04/06/2025  08:34 p. m.         155648 UserAccountControlSettings.exe
-a----     10/07/2025  09:59 a. m.         229376 useractivitybroker.dll
-a----     10/07/2025  09:59 a. m.         716800 usercpl.dll
-a----     04/06/2025  08:34 p. m.          16384 UserDataAccessRes.dll
-a----     04/06/2025  08:34 p. m.         376832 UserDataAccountApis.dll
-a----     04/06/2025  08:34 p. m.          73728 UserDataLanguageUtil.dll
-a----     04/06/2025  08:34 p. m.          94208 UserDataPlatformHelperUtil.dll
-a----     10/07/2025  09:59 a. m.        1601536 UserDataService.dll
